"Redirection (3xx) Inlinks"
"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow"
"AHREF","https://stg-www.worldvision.ca/stories/charitable-giving/chicken-power","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/mauritania/172650","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/zimbabwe/184570","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/peru/198261","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/el-salvador/184713","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/malawi","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/ecuador","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/food","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/peru/198265","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/georgia","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories/charitable-giving/giving-back-life-teachers-alpaca-farmers","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/donate/give-products","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/disaster-relief","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/education","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/burundi","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/nepal/204094","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/lebanon/188840","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories?page=6","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/philippines/172781","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories?page=7","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories?page=9","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories?page=8","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories?page=2","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/romania","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/cambodia/199772","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories?page=3","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories?page=4","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/sponsor-a-child/support-centre/resources-for-sponsors/connecting-us-annual-program","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories?page=5","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories/region/africa","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/sponsor-a-child/support-centre/resources-for-sponsors/email-your-sponsored-child","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/honduras","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/sponsor-a-child/support-centre/resources-for-sponsors/community-celebrations","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/haiti","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/child-protection","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/nepal/174174","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/cambodia/199773","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/sponsor-a-child/support-centre/resources-for-sponsors/give-a-special-gift","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/dominican-republic","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/niger/173981","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/get-involved/volunteer/volunteer-team-lead","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/jerusalem-west-bank-gaza/187882","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/bangladesh/bhandaria","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/guatemala/197535","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/guatemala","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/china/203182","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/el-salvador/178531","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories?page=11","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories/advocacy/dancer-el-salvador-trip-diary","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories?page=10","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/mali/182039","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/senegal/202291","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/sponsor-a-girl","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories/charitable-giving/changing-lives-starting-with-theirs","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/mali/190801","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/india/198585","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/china/199143","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/get-involved/volunteer/training-videos-and-policy-manual","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/ethiopia","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/india/198586","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/jerusalem-west-bank-gaza/203874","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/pakistan","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/sri-lanka/193700","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/colombia/196034","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/tanzania/188305","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/colombia/197489","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/south-africa/182238","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/ecuador/170878","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/chad/208832","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories/charitable-giving/youth-council-makes-ripples-generosity","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/climate-change","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/rwanda","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories?tagid=333&tagname=child%20sponsorship","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories/charitable-giving/2018-christmas-traditions-around-world","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/democratic-republic-of-congo/199002","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/india/194841","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/ghana","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/mauritania/184139","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/nicaragua","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/india","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories/topic/economic-empowerment","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/stories/charitable-giving/fred-penner-somebody-believes-sponsored-child?categoryid=91","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/iraq","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/democratic-republic-of-congo/165014","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/bangladesh/196147","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/india/191682","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
"AHREF","https://stg-www.worldvision.ca/our-work/india/194836","https://stg-www.worldvision.ca/gift-catalogue","167","","Shop Gifts","301","Moved Permanently","true"
